target,text
4,The Guardian University Guide 2010 has named BOURNEMOUTH UNIVERSITY the UK's Number One New University for the second year running 
4,"@KarriannGraf Yikes!! Mucho thanks for the headsup, Karriann! I'm a stickler for getting peeps' names right too! See you Mon!! "
0,"Walked so much today, my poor feet were abused "
4,going to one of my fave things in whole world... a CARBOOT sale! yeah man  x
4,"Today was a beautiful day in the Church, remembering the sacrifice Jesus made for us! "
0,"@KrystalLaBelle haha my friend sent it to me to cheer me up, and yeah...life is just getting so much harder "
0,I have nothing witty to say 
4,Actually White Castle sounds more tasty right now...but none of those close by either....maybe i need to make a road trip   WC rules!
4,Spending this beautiful day with my wonderful man  
0,"@galleysmith Yes!! love rain...and the smell of freshly mowed lawns, but my sinuses don't "
0,"This film is all wrong... trying not to compare it to the book, but it's difficult. "
4,@itshugo I HAVE RED BULL  muhahahahhahaah! I LOVE YOU. OKAAAAY BYEEE BABE &lt;3
0,Boo my favorite oatmeal recipe didn't turn out 
0,"@mastershortie Yo MS, Where You Gettin' Yeezys From Dude ? Can't Get 'Em Nowhere In The UK "
4,@ImNickArmstrong Were you listed in the &quot;Irony&quot; section? 
0,"So CVS didnt didnt have cake mix, whipped cream, or rocky road ice cream....not my favorite place "
0,"oh my back, what did i do to it "
0,Ughhh. How am i supposed to wake up?  i dreamed about mitch's girlfriend all night. Weird
0,"Man, I Had To Get Off The Phone With David "
0,I've just thrown coffee all over my keyboard 
4,@Isil_Loves_Mcr haha Don't worry about it my dear  I'm glad I could help ^^
4,Enjoyed some time to myself tonight. 
0,@alyrah twitters been eating all my @ replies  ily2...wow that was awkward to type.
4,Going to buy my #iPhone in a little while.  Like half an hour. Will update on the process of buying it.
0,I want him baaaackkkkk.  Fuck my life. Why do I throw away the good ones?
0,@ShaliniN why 
0,I gatz uh band-aid ohn me bowbow.    stoopad planks.
0,WHAT TO WEAR TOMORROW? I STILL HAVE NO IDEA 
0,Im SO stoked to be able to see Anna bannana tomorrow night! I miss her soooo much  Were goin to dinner.. MAJOR catchup session
4,Digg it!  Molson Amphitheatre in Toronto: Concert Tickets only $11.11 http://digg.com/d1sfb1?t
4,I'm up. It's still early but I feel good  I'm going to organize my room. This is a process to polish my success ;)
4,@lelebee why limit your story to 140 ch. Tell all what is annoying you at www.iamsoannoyed.com 
0,"So sad for those who have lost loved ones, in the Air France catastrophe. Keep them  in your prayers!! How does a plane just vanish??? "
0,Tired and dont feel well 
4,"I was playing my Wii and now I'm watching Underworld, Rise of the Lycans cuddled with my puppy. Sox just knows how to make my day.     "
4,@dsjoe X0X0! Alwayz!  Berry just wants 2 dance ;)
4,http://twitpic.com/5ewkv - I cant wait till i finish 
4,now watchin Jungle Book 2 the movie.. a Walt Disnep production.. aah.. today was a kiddish day i spent.. loved it! 
0,Wow......I miss Strokes.....so much right now.....but why? I miss those funny stories he'd tell me bout his trips. 
4,Divine! I wish someone else wanted to watch this movie.   http://post.ly/hKv
0,"@kiltweaver yeah, but I opened it several times today, and it's only done that "
4,"@nkotbfan42175 i'm going to go to work but i would rather stay home today, guess i will go get dressed. already have my coffee. "
4,if you would write it - then by all means right it in my writers network  http://pentenscribes.ning.com/ be included in book we'll publish
0,Apparantly my nicknames are jonesie shanima shaz and twat 
0,@Blondie190  *hugs tight and doesnt let go* &gt;
0,"So close to falling asleep, then BOOM .. Wide awake again. WTF? "
0,"Morning, could someone please give me some &quot;get up and go&quot; seemed to misplaced mine today "
0,"@trekbeck  sorry, just got home "
0,cant think straight... need my am coffee that i should of had 3 hours ago 
0,@nickjonas I can't believe it... in my country your new cd is going to be release on 25 of june!! I want to buy it de 16!!! i hate chile 
4,@SillaJackson Don't worry. We'll make trafics. 
4,"@RelleY808 Aight... Well, I had to ask!? LOL "
0,Goooooood Morning..Is it friday yet  oh lawd get me through the week
0,"i wanna see the Single Ladies dance by Joe  but, the account is suspended :|"
4,Back after 2 Weeks offline 
0,"i love to see u happy, that makes me the most happiest girl.. but ... forgive me.. i can't  i'll try...but i dont promisse nothing  &lt;3"
0,The baby and I will be going to the doctor tomorrow. We're both getting worse  and in need of antibiotics
0,"Again, its the morning after that always slaps me in the face for drinking. Not as bad as last year's birthday, but damn I'm nauseous "
4,So happy I finally got a new tape adapter thing so I can listen to my iPod instead of the radio.. 
4,investigating the bike to work scheme 
0,how do i make 4od work on my mac? i havent a clue whats going on in hollyoaks!!!!! 
0,Don't you hate it when you hang on to a seemingly interesting movie to see the ending only to find out that the ending sucks? 
4,In some dull Peterborough industrial estate. Let's see how long Laura's meeting is   http://bit.ly/2BUmG
0,i hope it doesn't rain on wednesday and thursday. because all my umbrellas are in irvine.  rain in JUNE ?!?! 
0,"sat chillaxin, pity weather changed tho "
0,My legs are so tired. I think I'm going to be sick. 
0,got back from practice/popeyes 30 minutes ago and now i feel tiredd. soon enough i have practice again tomorrow morning  ...
0,God is a huge teaser  
0,I can't sleep   Monday please go away.
4,@dannywood LOOL LOOK LOOK what @SW_77 say!! Thats a fact!! 
0,"B0UT T0 GET ACQUAINTED WITH THIS BLUNT &amp; KN0CK THIS PACKIN SHIT 0UT!! 0MG, DREADING IT "
0,Made it back 2 LA. So sad saying goodbye to my BFF  upside: mom is in LA w me! We r going 2 have a great wknd starting a church tomorrow!
4,"Going shopping, see you guys later "
4,@joshpm i do not ... DM it to meee pleaseee 
4,Big bet on the fact that Carlyle group has its tentacles so deep in Chinese industry it's not even funny.   Running the multinational show
0,another  night alone 
4,@livy_rose_y ok! Im texting you now 
4,"@desireewilliams Hard to argue with it, tho, no? "
0,Im tired!! Gonna b another hot day tomorrow... Got the dentist though 
4,well im off xx  byee
4,"@tommcfly hey Tom do you know, you have 3 step-sisters  me , @keren4562 and @noamcfly XD ask your mom about that LOL Xx"
0,I killed a fly and now i feel really bad 
0,"@commasplicer Agreed. I've seen people and I already feel desolate. Also, I'm not used to this whole having parents thing. Curfew? Rules? "
0,Exams start on wednesday..wish I'd done more study 6 months ago instead of dossing!  x
4,@pwfenton Scary! I hate snakes. Good shots though! Bot the camera and the gun. 
4,L for Lancey and Lakers! wooo! 
0,"I'm coming down with a cold, or the flu, or swine flu, or ebola. Contractors don't get sick leave "
0,"on a happier note-I graduated!!with my entire family from India,Philly&amp;LA here!! BIGG party. now i should get to the the exam i have left "
4,@talithaxoxo google is mine. 
0,@revjesse How's the diabetes testing going?  Glimpsed that you were having difficulties yesterday 
0,@SamStreet69 I couldn't get any  they've burrowed underground or something
4,"@The_Sexy_Panda hello  no bother at all, matey. twas a good night, thank you. x"
4,@Bodisaffa  Buy me a few acres of farmland and I'll take 'em   Deal?
4,@JULIANBRAY Just testring Lol 
4,@beansjr Its official for me as well. Im getting baptised same DC as Jessica. Finished my third set today and no elder objected 
4,Church then lunch with mom 
0,"@breyeschow almost 13, actually "
4,28 days until my birthday 
4,Neither do i?  tAY&amp;tEd!&lt;3
0,Not a big fan of this gloomy weatherrr 
0,the guy i love doesn't even know that i love him 
4,@LilLadyV08 Yes . He's hiqhly pissed but IDC. I need a new phone anyways. 
4,Hitler as a Scrum F�hrer snaps at a demo meeting  http://tinyurl.com/dme4f2 (via @RobHudson)
4,I would have to say my two favourite female solo aritsts at the moment are @alexroots and @pixiesongs I really want to see them live! 
4,"@LizeeH Me either, Freddie stood out for me though, I liked his poshness.!.! "
4,@ColdHearted19 ok  so wuu2?
0,"eww, math project &gt;.&lt; argh i will go bakk on twitter later, once i finsh, so i will see you guys around 12am "
0,@AHisme  whats wrong?
4,Exhausted from an action packed day!! Bed time. Tomorrow begins the weekends of grad parties 
4,"Laying in bed with a porn star and some kid named Branden, life is good. "
4,@fhgrl33 I kind of want to go all Ari on you and hug it out. 
4,"Wow. Idk why i forget the date every month: HAPPY 11 MONTHS NIG  you make me happy everday, even if you're mean to me lol. IMFLYRDLS!"
0,@TomFelton Have you seen this girl!? http://bit.ly/14LVI    I feel so bad for her 
0,Accident with hair dye has made me red 
0,i have hccups.. 
0,Lawrence was poppin...going home...got to wake up at 7 for work...dayumm 
0,i still thinking about him.... 
0,I'm lonely without @up2themic   http://twitpic.com/7sdy2
4,lying in bed watching hollyoaks 
4,@laragreenway I used to call them 'twits'. Well come on; there's logic there 
0,Got through to kdwb for jonas meet and greets...had to guess a number....didn't guess right 
4,@saviP OMFG! SO FUNNY!!!!!!!!!!!!!!!!!!!!!!! i cant wait till i get my photoshop so i can do fun stuff to people  GUESS WHAT IM LEARNIN!!!
0,I think I'm done with MadWorld on the Wii. Its stupidly hard and unforgiving... 
4,"@italylogue Cool, I love cold places  I tried Craiglist but it seems that ppl is expecting to rent out rooms for more than one month"
4,@Oprah Welcome to Twitter! Love your picture choice; please let me know if FURminator can help with any of your great animal causes 
4,@VivaF1 Nice video clip reminders there as well 
4,@makinitrite 
0,is stuck in on this lovely day revising  grrrr
4,@RespectMileyC thanks and yep! 
4,Is in one fuckin' amazing mood today! Life is truly grand when you feel this good! Can't complain! Feels good to be alive 
4,"Yay, Paul taught me how to rocket jump as a soldier in TF2 last night! I feel so cool now "
4,It's #ToplessTigTuesday Yipee 
4,@Clippernolan Is it wrong that my 4 yr old knows that song?!? 
4,@KellyLouiseee no go ahead! Send me the link after 
4,@CoachDeb http://twitpic.com/68q1b - was gr8 spending time w u @hawaiirealty &amp; @pacificdigitalsigns. Hope u'll visit us in Ssn Diego   ...
4,@Miss_Bevan @jackyan Morning  Have you been using ICA?
4,@JordaFiyero okay....have fun at senior ball! or prom. whatever the heck its called. just have fun 
0,ahhh my phone is nearly dead. 
4,@marcmapes he he he could do 
4,"@squirrelyTONKS Awww, cute and fluffy! *hugback* Night "
0,"@Kinoma Good lord, how embarrassing. "
0,awww saw @nessanguyen 's chi vi at the usual 1st &amp; 3rd friday spot along with @PaulQT_Ran aka BABY PAUL!!!  now i'm randomly wide awake!  
0,"@mileycyrus I would if I could, but I can't "
0,Ok now the conversation got boring! 
0,Day 4 of being sick.getting a little better.Throat still killing me.Afraid it might be strep troath.Dont have any medical..  stupid gov't!
0,Well my burn has turned in to blisters on both of my shoulders... Awesome. All I want right now is my baby in my arms. 
0,"@raindropsxxx Aww I know how you feel  ah well,hope its come back soon."
0,hubby justy told me he's goin 2 Chicago on Monday  4 2 days! boo hoo
4,"@steveegg He's not gonna paint his white until you do, so get with it! "
4,I'm seeing zachary quintos pretty face so many times tonight 
0,"lame, i forgot to leave out the signature authorization, so I have to wait until monday for my new iphone "
0,I don't wanna go back to school 
0,@mileycyrus awww =(.. i know! 
0,"@adamyeager yea, especially since I have to upgrade my SDK to upgrade the iPhone   It takes FOREVER to download."
0,"Watching an Air Crash Investigation on the Lockabie tragedy. So, so sad. "
0,JUST WENT TO JERMEYS FUNERAL  IM REALLY SAD
0,My new temporary room. Not bad. But still not my room  http://twitpic.com/7uylt
0,It sucks to have to work on the weekends.  
0,Does anyone have any home cures for tonsilitus ? Can't get to docs until Monday 
0,"I missed my #400 tweet  buuu hehe-.. so, I´m gonna dedicate tweet #401 to @JonasBrothers cause they just started their world tour ;)"
0,"Man, I have really bad shopping karma lately.  First, my new car deal fell through; now Dell is telling me my netbook has been delayed! "
0,"this guy IS very good (the best?) http://tinyurl.com/mof472 ...but.. well, i guess i just don't like change  #metal #drummers #fearfactory"
0,SOAP Headers in WorkItemChanged Event. Make sure it is right 
4,"@adriennepierce yes, i love @KGRL, mysty does a great job! Looking forward to your new music! &amp; rarities! next week "
4,Happy the SB put me at top of the LG list http://bit.ly/OU8CG
0,Had an excellent Donnie dream...then woke up &amp; thought he tweeted he was in orlando....but that was also part of the dream 
0,"ok well its nearly kickoff time for newcastle, Shearer knows what he's doing.... doesn't he?  c'mon toon!"
0,"Great day thus far. Got called into work at 11 for some trainging thing, then the guy didn't turn up for two hours. Meant to be off today "
4,@atebits: updated to latest version of @tweetie - app now crashes on launch. Fixed by reinstalling. I have details if you want them 
0,Iced Coffee with no Splenda... They forgot the Splenda...YUCK!   JP
0,@wethetravis aww poor travis  at least your almost done
4,"@TheBetterSexDoc Thats wonderful  I agree, catching up is always great. Twitter is just great in particular lol "
0,"@LatexFetish nice, but no pictures "
0,@decorus no  I only saw the *almost* Robert &amp; Kristen kiss and the trailer :S  youu????
4,Ok I'm awake now  Morning / Evening y'all  ;-)
0,so far this week is pretty lame.. ughhhh  off to work!
4,@danashakur she got passion. she's 
0,F'kin household today 
4,"@Dinno Dude, sorry for being late. Congrats and best wishes. "
4,jj redick i love you. 
4,I just finished watching Dancing with the Stars.. I'm glad Ty went home.. I also watched Real Housewives of NY Reunion and NJ premiere.  
4,@raihanamcfly last time i cant watch a bunch of tokiohotel vids thanks to youtube country restrictions.  now i can!!!! happy squeeee!
0,"The cars were hot, glad I got my uncle wit his sueby out. Ima have 2 cars this summer!!! But for now I need to get the cramp out my neck "
0,"Last time the shoot on the Runneburg with the basilisk,,, "
4,@VanillaLakes I'm multitasking! With the tweetdeck it makes multitasking very easy!  But back to work I go...! lol
4,omg finally on land!!! we're goin to the rosemount fashion festival and see how the set and everything is goin. the show is on the 27th. 
4,"Going to make a day in columbus... Zoo, malls and possibly bars "
4,@TelecomNZ hmmmm.... *sneaky thought* any chance you can weight odd's in my favour for me to do a test drive thing? 
0,"@magnumchaos Oh gosh, now I feel bad.    I'm sorry."
0,"Back home to the Frozen North. Am hoping @Podgod will get the munchkins today, but I think it'll be tomorrow "
4,@littlepaperswan Oh cute  thanks for the info #asylm
0,phone is currently not working.  i havnt had a chance to pay the bill yet. ive been a busy bumblebeeeeee!
0,Funfact: I'm getting a shower! And ripping the PS3 out of the Bravia. I don't like things not being mine. 
4,@lebout Thanks... I'll leave you the toffees I only like the soft ones and nuts 
4,@humblefool Use my talents to get money on times square. Homeless designer company 
0,"@adam_kent  he asked me if i understood my job &amp; if some training was needed  but yeah pure jane version, not much hiss...just bleating.."
4,Tip one of the day.... Shoes can change any outfit. 
4,"I'd love to act, it'd be amazing' "
4,@rpatt09 Sometimes it's better for your texts to get deleted.. It makes room for new memories  Holding onto things can get messy.
0,@JoshuaMLB I don't know because you haven't told me 
0,Need to go clean 
4,@lovethyzebra New dunny series out. You know those toys  http://bit.ly/THhA3
0,"Stuck in the office doing paperwork. Jealous of those people, you know who you are, who have a day off. Pah! I want to be outside "
0,I can't believe jay wont host the tonight show anymore 
4,@mileycyrus oooo I like that idea 
4,@Carly_Holmes Thanks to all the twitter encouragement...i'm glad I came out.  It was tons o' fun!  
4,"@twilightfairy yeah, I saw sun less sky and went outside to feel rain and all I get bird shit type drizzle.Saw here &amp; there and came back "
0,Mah wrist is actin' up again... 
4,There was another grassroots gig thing on last night  this time twas The Wombats  hooray. x
4,"going to kitchen, i want eat "
4,"@cwtsh Ha! I thought you might do those  and thankies, you too! 3 days for you! "
4,@Willie_Day26 HERE'S Y0UR &quot;S0 G00D&quot; L00K IN M0TI0N -- I UPL0ADED IT A WEEK AG0!!  http://bit.ly/PrWA4
0,Disaster. Hopefully last one of the night. Just get me there safe! 
4,"@SWeeTKiTTie excellent! here's to another 10,000 "
0,so sad I can't book the 400$ roundtrip flight to tokyo! 
0,12 hours in flip flops on Sat was not good to my calves.  They're twitching like charlie horses are coming 
4,My ipod just died oh yeah its time to go back in my devices r all dead right now ....right after I get these cookies 
0,Has got a sore throat 
4,@herbonestrcture yeah but kris is the cutest! 
4,"@Vasilly Which is I guess not as many blogs as I thought, comparatively "
0,@choitotheworld Gross Mary 
0,@empiresbitch o noooooooooooooo!!!  wat 2 songs were they?
0,Waiting for the 28 
4,is having Sassi-chan at my place xD This evening Abi-Fete  Love it *.* What's up twitter fans? 
0,Watching &quot;Paris's New BFF&quot; and then going to bed. Church in the morning and then tug-boatin' with Chan &amp; Michele ..I miss my babe  SO SAD!
0,Found out that my car is sick. Booooo. 
0,spoke to toryboy for first time in a while. bad bad revalations. now bf is asking me what is wrong 
0,i cant get blog tv to work for me 
4,"@cotterj99 lol! Right shoulder, right knee both quite sore, the rest not too bad  Quick, nurse, the calamine lotion!"
0,I have mozzies bites all over me.    I can't help I'm so sweet.
4,"Bite off more than you can chew, then chew it "
0,@MyAunt YOU SUCK!!!! Hospitals freak me out. Especially this one 
0,@msjrofierce ya I am  haha. O and I can't spell don't judge.
4,Dicided! I am gonna move to the other side of the country to a big house..with a bath and a yard. 
0,Time to give up the tweeting? I obviously don't have my heart in it anymore 
0,@poblehteh haha yeahh...it sucks tho 
4,"@kiwibrit Inspiring - heading off to the gym now, too "
0,well...im pooped.  ive been up all of thirty minutes and im already ready to go back to bed.  ughhh...i hate being sick.  
0,"Back in Bacolod, back to reality. "
0,@Meagan75 are you sick? 
4,"@dr1337 intern. One at northern hospital, one at royal Melbourne. Did ok I think "
0,"Yeah, you're right. Jonas Brothers are one of the better things in my life right now. My dad died a year ago and mum is in the hospital "
0,@xoBrittneeB please come home 
4,"@MyfWarhurst Hi Myf, hope you're enjoying the trip. Thought you might be happy to hear that Matt is back on MC  have fun!"
0,Omg I got so fucked up yesterday.  It was so good to see you babydoll!  Sorry I got sick.  
4,"@IntelligentPlan no problem  fine here, i hope u r well too "
0,The only good thing about tonight was an oreo cookout shake...back to studying for my exam tomorrow 
4,@jakeashley im watching the same sunset 
0,other half already home from work. didn't actually get to work - migraine hit hard b4 she even got there 
0,"I'm soo bored, I need something to do. "
0,"Through to county 3 times, and through to regionals once atm for south west so training aswell as revising for exams. Stress!  x"
4,Alisa-I'm an official voter now! 
4,@Ratbeard pre-ordered the new record dont worry!! 
4,Oh god...i've put on bgt...a little bit of my soul has died...but hell it's good entertainment. I do like Flawless 
4,2 more exmas to go and then over  cant wait x
4,Si and Katie back from Greece to even more sun - yee haa! What's that? We need to do some work? 
0,Struggling with my forward job plan - EDRMS bit is either one line or 3 and a half pages! Can't seem to get anywhere in the middle 
0,doin these online college classes right now.. WOo hoo 
4,is going into Plymouth today 
4,eastsides with my best friend  http://twitpic.com/4hlqf
4,lol.. Marcos rip his pants!! @xxKittyTxx Kitt.. next time dont do such a hard choreography.. 
0,I guess I must goto sleep. 
0,Feels like a act scratched the back of my throat  I hope this feeling goes away soon.
0,"is boarding EK348 - as usual, no upgrade from EK Colombo "
4,"- mac &amp; cheese and a movie, what an awesome combo! "
4,@fafinettex3 make sure you tell us what you get from Pro! 
4,Got 30th in it. won $70.09. pretty nice. 
4,"Thank god it's Friday, bring on the bank holiday festivities "
0,"My eyes are super blurry today,and yes I have my glasses on.It's very annoying.Also annoying is that I overslept,wanted to be up at 8:30 "
0,@bigpurpleheart I'm working.  I'll be in the pbp though.
4,"@HeartMileyCyrus very romantic  those pics want my love storey to sound like Taylor swifts, and kissing like mileys   lmao "
4,"@that_nikki_chic well, prettttyyy sure im following u now "
0,"Gonna venture downstairs to begin the sewing of B's Halloween costume. Boy, I hope I don't mess it up. I fear zippers though! "
0,@Winchester76 Ugh.  I'm starting to think she might not get killed.
0,and then they hurt so bad  so am tweetin from my right hand only and its annoyin cuz its makin me slow :@
0,"is sad that he can't go hiking today, but even sadder that he stranded the scout troop out on muddy roads.  "
0,"@beautifulpyre GRR. we are only allowed gas grills where i live, it sucks.  "
0,"Sooo i'm up, but facebook is down "
4,@glorianatheband I can't wait to see you guys in State College 
0,@elainemauer check this out Pot roast and horchata. Not super nachos 
4,@cunningstunts22 not going just yet have to wait for the guys to go but my sleepin starts at 11 so they will be by then  x
4,@heytaylor a year ago today you were waking up the HHC tour kickoff show 
0,"logging off for today, need my time for ERM exam.. no mail, no twitter, no browsing "
0,Damn. I think I have the flu 
4,Ahh summer. I keep losing the same pair of sunglasses. 
0,me thinks me have allergies 
0,@andychrism certainly seems like a by product doesn't it? 
4,"@MalloryBrasher Aww, I LOVE YOU TOO MALLORY! "
0,Nadal and Ivanovic down!!  RG finales will be so boring.
0,@Emiwylde its meant to get warmer 
4,just got back from good coffee with even better friends. I miss them. Heaps. Goodnight twits  Up early to tutor in the morning
0,Guys who came with me to US are buying hell a lot of things irrespective of whether they need it or not 
0,"Apologies for the Serenity listing confusion; there is conflicting data on different websites.  Good to know you guys are into this, tho."
4,Uploading artwork online. Working on online galleries and sketch blog. Drinking sweet tea. 
0,About to get ready to go to North Carolina for this show.. thing. Someone's sweet sixteen. My last show for a while. 
4,@mitchelmusso talented and hot is an awesome combo 
4,Going to Disneyland in a bit. ) I love my own little world. 
4,"@Twinklybird Congrats twinkly! There's no luck involved, all the studying and hard work you've put in are all that counts. "
0,@prinsezha ~ sorry to hear about her partz  I hope you feel better. I know how much saying goodbye sucks.
0,"@kiwimmigrator I know, it's the only thing keeping me sane at the moment "
0,@IRobots Thanks lady! But we are so harmless and non-intimidating. It's funny he was too nervous. He kept walking up and then away! 
0,"Don't wanna work today! I need a 9-5 M-F. Oh well  in San Jose, CA http://loopt.us/fg2l1Q.t"
4,If God is anywhere on twitter today I hope he helps me with chemistry 
4,@Yuri_Mai clearly! 
0,Taco bell 2 days in a row is kicking my ass 
4,@SMeyerTwilight Hey Stephenie! I absolutely adore you and the entire Twilight series! Robert Pattinson is gorgeous! I am in love...  xx
4,"@godhammer lma0z, awesome�no one's ever commented on that before "
4,@JrShortStack Trying to get: #swayswaybaby #swayswaybaby up tonight in celebration of first airplay! 
0,@RebekahPattz BECA! im sooo annoyed im gonna miss the new moon trailer because i don't have any sky or ntl anymore  what will i do?!
0,i really want to go to an in and out burger. i have never been to one. 
0,ready to sleep for work tomorrow 
4,"@_xotashhh lol. My brother is a huge supporter of United - Me, Couldn't care less who effing wins "
4,"gonna go sleep, alfred's gonna see my ugly side later on todayy. (: hopefully he'll still love me. "
4,Getting ready then out all day with some sexy bitches 
4,@scottiewilson too much Glenfiddich i guess 
4,I cant stop listening to Envy on the Coast. I really love them. Maybe I will go to Portland tomorrow night and go to the concert again. 
4,haha  even my dog doesn't like the movie.  Guess I'm not the only wimp in the household.  
4,@plrm Looks like your old Volvo 
0,i dont think drawing an angry winged bear is aiding my learning must revise exam tomorrow bad times 
4,@tiny_mel hehehe - this conversation is pointing to the fact that men are simple beings.  Or simpletons 
0,finally going to bed...i'm gonna hate myself tomorrow 
4,"Overheard: @squidge a pint of guinness or any beer, una pinta = pint  http://tinyurl.com/omspnz"
0,where has everyone been all day? 
4,"hi tweets - i must go somewhere today, but I will be back later on, tweet then, look forward to catching up again  cheers"
4,Blah at home in oakland now  prob hit the gym soon then eat some sushi then catch me at illusions
0,"thinking about baby, haw I miss him, I haven't seen him in like 7 days "
0,"Best xkcd ever! http://xkcd.com/599/ , but I'm ∞ (  )"
0,I will say one thing about the game actually. I wish I didn't like Dwight Howard as much as I do. I don't want the Cavs to lose! 
4,@SiriusMz_Stylez swankyy yeah i give the other stuff to slot tonight to mix and ill send u those woot woot! its only 4 freestyles i did 
0,i like this &quot; site &quot; but i don't understand more thinks ^^ lol ^^ and my PC is bad ...  XD ^^
4,"with my bff, @nekydahlgren doing nothing  YAY!"
4,@MHeathly Hola  thanks for following me!
0,@donniewahlberg *twug* cause im stuck at work and its 7pm in England 
0,It's raining....i just washed my car yesterday...FML  
4,@Hanster7705 good good  see i am good at capital letters 
0,"@Jessieee no, but quite possibly one of the funniest ever. Woke wanting to write it down and couldn't remember any of it "
4,Most productive day so far this week and it's not even noon 
0,Having problems with Tweetdeck... it doesn't seem to like me anymore. Won't let me reply or tweet 
0,I never got to say goodbye and walk you!!!!!!!  Are you in Cali this summa?
0,@zaibatsu it seems to work if you add on a profile page but not if you try add from your followers - been happening all day I'm afraid 
0,@zorbadgreek i was stuck waiting outside so didn't get to see  we did vanilla. awesome! also has hotdogs!!
4,@TeresaKopec Way too soon! 
4,"@johnlacey had someone tell me tonight &quot;there are only 2 states to be in, QLD and Pissed&quot; "
4,hanging out at the casa...i refused to help vaccinate the goats this weekend. 
0,"@katearistides yes yes you may, i found 2 pairs i like. shocking&amp;also i can't go shopping tomorrow so will have to find something else "
4,@TheMrMatt ohmy.  Well I may have to pry a bit more at Junedon. ;)
0,Ughhhh  iphones are never easy.
4,A day off yaaay!!! 
4,@andypiper See @nph Bing iPhone workaround http://tr.im/ibing via Google cache 
4,@hesofamous good morning luv. 
0,No plans for like a week 
4,"@andypiper Yeah; PREPARING to fly was the follow up album, less well received by the critics "
0,@aish_star thats not fair uve become popular for being the first one and still u want to sue me 
0,Getting Edison on the school bus since he has 4 exams today. Yeah great. I'm sure he's really of the right frame of mind right now... 
0,Wishes my car was useable so i  could make that 10 k  guess il have to settle for less
4,@tpuyleart Thank you so much for the Mr. Tweet recommendation! I truly appreciate it 
0,i am still so bord!!!!!!!! 
4,Looking forward to having a long overdue pedicure tomorrow. 
0,@davidcarrington thankx for info but i still don't get it; a # with my mophone is a letter not a click 
0,@caroline_flores work work work! Can't wait to go home to the babies. I miss them!  Basketball this weekend? Sunday?
0,"Oh fuck oh shit oh fuck oh shit i have i get my teeth done today, oh shit oh shit  IM SO FUCKING SCARED"
4,"@missweirdO14 Okay, since i dont have my net connection yet, you can updated and organized it freely.  You and I are the organizers for it"
0, revising for english lit GCSE on tues.. so boring and depressing 
0,I have to return my students' first exam tomorrow.  They need to work on their study skills.
4,"who wants to read?  http://www.fanfiction.net/s/5118458/1/ thanks, ahaha."
0,My hair's really bright :O I dunno if i like it 
4,Hi everyone! jogging... 
4,On the skytrain staring at the lady with a beard standing right in front of me 
0,It's now 13:30 and no iPhone 3.0  Talk about keeping us waiting!! Grrrr.....
4,Wine! My day is complete  http://yfrog.com/4wp6cj
4,"Indeed in our hearts we felt the sentence of death. but this happened that we might not rely on ourselves but on God, who raises the dead "
4,i could stay in the shower for days listening to pandy  getting ready for a 'fun filled' day of cashier-ing ... i use that phrase loosely!
4,"@nokiamobiletalk great interview. too bad LCG has no future planned apps. Good thing he has an 5800, more tweaks &amp; optimization for S60v5 "
4,Popstar photoshoot today  They let me give you this sneak p... on Twitpic http://tinyurl.com/nec33t
0,@realestatefeeds Really irritating when people send bad links to articles that don't exist! 
0,Upset that kixpo is set durin conference weekend!  this is hella gay.
4,buzzin off margaritas. 
4,@supremacyracing Was watching the air show (what I could see at least) from my backyard 
0,i miss my husband 
4,@stephaniehester you too! 
4,not in the state for the next few days (well for more than like 12 hours)  road trip then cape!! finally
4,"New video by @3OH3pfr premiering tomorrow for their song, &quot;star struck&quot; YAYYY "
4,http://twitpic.com/6tevf - a smidge bored. someone entertain me 
4,@leighmichele Oh good to hear he was okay! 
4,what should I watch tonight - need another awesome movie like OUTLANDER 
0,argh ... why couldnt i have gone to london today? ... theres a huge bumblebee there and @realmfox and @tyrese4real will be there   madness
4,Lauren's party this weekend!  
0,ugh! I'm having a massive headache.. 
0,I've just seen a hedgehog crushed on the street 
0,NOTHING TO DO 
4,@Beeyuncah just annoys most of the time &gt;:| sorry for the late reply btw..  
0,@helloimmikee not really 
4,"Good evening @anaggh, how are you doing? Just start tweeting, we will all jump in "
0,I have so much grains... I'm scared 
0,"Cake's baked and just needs to be decorated now... laundry's in, dishes are half done. Not feeling well "
0,lost the original  http://yfrog.com/5twpqj
0,for me: trust is one of the things that can never be restored fully once lost 
0,"@Sourasith Mmm Gyoza, yum yum! I'm so hungry. I keep eating when I'm bored "
4,working working working working. finally off tomorrow.  need to do to much stuff. 
4,@jessicaveronica @lisa_veronica when you come tour the uk please please please come to scotland we loveeeeeee you hereee  &lt;3xxx
0,"I wish I was there, but the crowd was just HUGE. And nobody would take me. "
4,"@mangelanchez OMG, thats awesome! Goood luck!  U can meet caaute calgary boys buying themselves clothes, and tell them all about me LOL"
0,Cant wait to have a relaxing weekend and just play xbox live and maybe write some lyrics.  I miss band practice 
0,"@mcflyharry Harry, says 'hi carol', pleaseeeeeeee, i beg i beg, i cry so much ( please please I LOVE YOU SO MUCH (( answer me. aah  6"
0,Just got stung by nettles lol in about 3 fingers  and I mean come on that dude with the apples needed to step it up a notch!
